product_id,product_name,category,about_product,discounted_price,actual_price,rating,rating_count,img_link,product_link,short_name
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,charge  sync function this cable comes with charging  data sync function for smartphoneshigh quality material tpe  nylon material to make sure that the life of the cable is enhanced significantlylong cord the cable is extra thick 12 meter long optimized for an easy use for your comfort at home or officemore durablethis cable is unique interms of design and multiuse and is positioned to provide the best comfort and performance while using,154.0,339.0,4.3,13391.0,https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_12?qid=1672909124&s=electronics&sr=1-12,Portronics Konnect L POR-1081 Fast...
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,the boat rugged cable features our special toughest polyethylene braided jacket and this unique jacket provides greater protection than anything else you have seen in its class round cableextra tough polyethylene terephthalate cable skin ensures 10000 plus bend lifespan stress and stretch resistancethe boat rugged micro usb cable is compatible with most android smartphones windows phone tablets pc peripherals and other micro usb compatible devices24a rapid charge fast data transmission and rapid speed to sync your device at the speed up to 480mbpsboat rugged micro usb cable offers a perfect 15 meters in length optimized for an easy use for your comfort at home or office2 years warranty from the date of purchase,299.0,799.0,4.2,94363.0,https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rugged-Extra-Tough-Unbreakable-Braided/dp/B0789LZTCJ/ref=sr_1_13?qid=1672909124&s=electronics&sr=1-13,boAt Rugged v3 Extra Tough...
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",flexible lightweight hdmi cable for connecting media devices to playback display such as hdtvs projectors and morecompatible with bluray players computers apple tv roku cable ps4 xbox one and other hdmicompatible devicessolid copper conductors and full metal jacket shielding for durability and highperformance connectivitysupports ethernet 3d 4k video and audio return channel arc and meets the latest hdmi standardssupports bandwidth up to 18gbps and is backwards compatible with earlier versionsincludes a 3 foot cable,219.0,700.0,4.4,426973.0,https://m.media-amazon.com/images/I/41nPYaWA+ML._SY300_SX300_.jpg,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_14?qid=1672909124&s=electronics&sr=1-14,AmazonBasics Flexible Premium HDMI Cable...
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,20w pd fast chargingits supports 20w pd quick charge protocol charge up to 50 in around 30 minutes it is ideal for charging your usb type c enabled devices at maximum speedusbc to 8 pin cable its offer rapid charging and syncing between usb typec and 8 pin enabled devices safe charging at up to 3a is ensured by highstandard componentsmore durable this cable is unique interms of design and multiuse and is positioned to provide the best comfort and performance while usingflexible cord the cable uses nylon braided  metal housing material to make sure that the life of the cable is enhanced significantly it is 4mm extra thick slim 12meter longuniversal compatibilitycharge for all type c usb connectivity devices including macbook 12 inch nexus 5x nexus 6p oneplus 2 pixel c lumia 950 lumia 950 xl nokia n1 etc,350.0,899.0,4.2,2262.0,https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_15?qid=1672909124&s=electronics&sr=1-15,Portronics Konnect CL 20W POR-1067...
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,charge  sync function this cable comes with charging  data sync functionhigh quality material tpe  nylon material to make sure that the life of the cable is enhanced significantlylong cord the cable is extra thick 12 meter long optimized for an easy use for your comfort at home or officemore durablethis cable is unique interms of design and multiuse and is positioned to provide the best comfort and performance while usinguniversal compatibility compatible with all devices like iphone xs x xr 8 7 6s 6 5s ipad pro ipad mini and ipad air,159.0,399.0,4.1,4768.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_16?qid=1672909124&s=electronics&sr=1-16,Portronics Konnect L 1.2M POR-1401...
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1m long cable usb 20 type atoughened jointsstrong and sturdycountry of origin china6 months warranty,349.0,399.0,4.4,18757.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_17?qid=1672909124&s=electronics&sr=1-17,MI Braided USB Type-C Cable...
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",note  the brands mi and xiaomi are part of the same multinational conglomerateresolution  hd ready 1366 x 768 resolution  refresh rate  60 hertz  178 degree wide viewing angleconnectivity dual band wifi  2 hdmi ports to connect latest gaming consoles set top box bluray players  2 usb ports to connect hard drives and other usb devices  allm  arc  bluetooth 50  ethernetsound 20 watts output  dolby audio dts virtual x dtshdsmart tv features  android tv 11  patchwall  imdb integration  universal search  300 free live channels  kids mode with parental lock  smart recommendations  language universe  15 languages  user centre  okay google  chromecast suporting apps  netflix prime video disney hotstar  5000 apps from play store quad core cortex a35  chromecast builtin  ok google  auto low latency mode  1gb ram  8gb storagedisplay hd ready  vivid picture enginewarranty information 1 year comprehensive warranty on product and 1 year additional on panel provided by the brand from the date of purchase,13999.0,24999.0,4.2,32840.0,https://m.media-amazon.com/images/I/51fmHk3km+L._SX300_SY300_.jpg,https://www.amazon.in/MI-inches-Ready-Android-L32M7-5AIN/dp/B0B6F7LX4C/ref=sr_1_18?qid=1672909124&s=electronics&sr=1-18,MI 80 cm (32 inches)...
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,compatible with all type c enabled devices be it an android smartphone mi samsung oppo vivo realme oneplus etc tablet laptop macbook chromebook etcunbreakable  made of special braided outer with rugged interior bindings it is ultradurable cable that wont be affected by daily rough usageideal length  it has ideal length of 15 meters which is neither too short like your typical 1meter cable or too long like a 2meters cablesupports maximum 3a fast charging and 480 mbps data transfer speed6 months manufacturer warranty from the date of purchase,249.0,399.0,4.0,43994.0,https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B082LSVT4B/ref=sr_1_19?qid=1672909124&s=electronics&sr=1-19,Ambrane Unbreakable 60W / 3A...
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,type c a 325 cable is designed with a perfect 15 meters in length for hassle free usageit dons premium braided skin that makes it sturdy and invincible against external damage with 10000 bends lifespan the cable stays stronger and lasts longertype c a 325 offers universal compatibility with smartphones tablets pc peripherals bluetooth speakers power banks and all other devices with type c portthe reversible metallic aluminium tip lets the user connect devices in a carefree mannerits flexible design offers the user a tanglefree experience2 years warranty from the date of purchase,199.0,499.0,4.1,13045.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-A325-Tangle-Free-Charging-Transmission/dp/B08WRBG3XW/ref=sr_1_20?qid=1672909124&s=electronics&sr=1-20,"boAt Type C A325 Tangle-free,..."
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution hd ready 1366x768  refresh rate 50 hertzconnectivity 2 hdmi ports to connect set top box blu ray players gaming console  1 usb ports to connect hard drives and other usb devicessound output 10 watts output i 2 speakers  dts virtualx  sound type  down firingsmart tv features web os smart tv  wifi  home dashboard  screen mirroring  mini tv browser  multitasking  office 365 set wxhxd with stand  mm  739 x 472 x 168display active hdr  display type flat  backlight module slim ledwarranty information 1 year lg india comprehensive warranty and additional 1 year warranty is applicable on panelmodule from the date of purchaseinstallation  for requesting installationwall mountingdemo of this product once delivered please directly call lg support please visit lg website for toll free numebrs and provide products model name as well as sellers details mentioned on the invoice,13490.0,21990.0,4.3,11976.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51v-2Nzr+ML._SY300_SX300_.jpg,https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_21?qid=1672909124&s=electronics&sr=1-21,LG 80 cm (32 inches)...
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,supports ios devices with max output up to 24aup to 10 000 bend and 10 000 plugging and unplugging test ensure this cable a longer lifespanensure fast and stable data transmission up to 480 mbps2 years warrantycompatible designed to work flawlessly with mfi or apple devices iphone imac ipad etc12m tangle free durable tough braiding sync  charge cable,970.0,1799.0,4.5,815.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_22?qid=1672909124&s=electronics&sr=1-22,Duracell USB Lightning Apple Certified...
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",superior stability builtin advanced certified ag6200 ic chip converts hdmi digital signal to vga analog signal it is not a bidirectional converter and cannot transmit signals from vga to hdmicompact design tizum hdmi to vga adapter is compact  lightweight which makes it easy to carry travel friendly and also saves space on your desk helping it keep clutter freehigh definition image quality the hdmi male to vga female converter supports resolution up to 1920x1080 60hz 1080p full hd including 720p 1600x1200 1280x1024 for high definition monitors  projectorswide compatibility the adapter is compatible with computer pc desktop laptop notebook chromebook ps3 xbox set top box tv  other devices with hdmi port note does not support audioincredible performance it resists corrosion  abrasion improves signal transmission  protects hdmi port of your device to ensure a longer lifespan,279.0,499.0,3.7,10962.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31MIyzg8uzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_23?qid=1672909124&s=electronics&sr=1-23,tizum HDMI to VGA Adapter...
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution hd ready 1366x768  refresh rate 60 hertzconnectivity 2 hdmi ports to connect set top box blu ray players gaming console  1 usb ports to connect hard drives and other usb devicessound  20 watts output  dolby digital plussmart tv features  personal computer  screen share  music system  content guide  connect share moviedisplay  led panel  mega contrast  purcolor  hd picture quality  slim  stylish designwarranty information 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoiceinstallation tv table stand is not included in the box with this model customer may ask for table top stand or wall mount which will be provided to the customer at the time of installation please directly call samsung support on 1800407267864  180057267864 and provide products model name as well as sellers details mentioned on the invoiceeasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description,13490.0,22900.0,4.3,16299.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51q3+E64azL._SX300_SY300_.jpg,https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_24?qid=1672909124&s=electronics&sr=1-24,Samsung 80 cm (32 Inches)...
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,micro usb cable is 1 meter in length optimized for easy use for your comfort at home or office helps you to overcome distance restrictionsdurable pvc outer exterior pvc cables are versatile high in tensile strength flexible and good conductorscharge  sync this usb cable can charge and data sync simultaneously at 480mbps speed compatible with all devices with a micro usb port core  tinned coppermicro usb charging cable for android phones and any other device with micro usb portcontact us on 18001022700 or write us on supportflixaccessoriescom,59.0,199.0,4.0,9378.0,https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Flix-Micro-Cable-Smartphone-Black/dp/B09NHVCHS9/ref=sr_1_25?qid=1672909125&s=electronics&sr=1-25,Flix Micro Usb Cable For...
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",resolution  hd ready 1366x768  refresh rate  60 hertz  178 degree wide viewing angleconnectivity dual band wifi  2 way bluetooth  hdmi ports 20 x 2 hdmi 1 supports arc to connect personal computer laptop set top box bluray speakers or a gaming console  usb ports 20 x 2 to connect hard drives or other usb devicesound 24 watts output  high fidelity speakers with dolby audio  5 sound modes  movie music standard news sportssmart tv features google certified android tv 11  google assistant  chromecast builtin  voice controlled smart remote  hotkeys for quick access  netflix prime video youtube disneyhotstar  5 picture mode  15gb ram  8gb storage  64bit quad core processordisplay  167 million colours  wide colour gamut  intelligent frame stabilization engine  hdr10  super brightness  micro dimming  blue light reductionwarranty information 1 year comprehensive warranty provided by the manufacturer from date of purchaseinstallation installationwall mountingdemo will be arranged by ahs team for any other information please contact amazon customer support  wall mount is not included in the box and will be charged at the time of installationeasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description,11499.0,19990.0,4.3,4703.0,https://m.media-amazon.com/images/I/41gikeSuhAL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ready-Android-AR32AR2841HDFL/dp/B0B1YVCJ2Y/ref=sr_1_26?qid=1672909125&s=electronics&sr=1-26,Acer 80 cm (32 inches)...
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",latest standard hdmi a male to a male cable supports ethernet 3d 4k video and audio return channel arcconnects bluray players fire tv apple tv ps4 ps3 xbox one xbox 360 computers dvd players set top box dish tv box and other hdmienabled devices to tvs displays av receivers and moresuitable for mp3 gaming device mobile tablet laptopcable allows you to share an internet connection among multiple devices without the need for a separate ethernet cablemeets hdmi 14 standards 4k video at 24 hz 2160p 48 bitpx color depth that supports bandwidth up to 102gbps and backwards compatible with earlier versions gold plate hdmi cable of length 5 feet 18 meters,199.0,699.0,4.2,12153.0,https://m.media-amazon.com/images/I/41da4tk7N+L._SY300_SX300_.jpg,https://www.amazon.in/TIZUM-Slim-1-5m-HDMI-Cable/dp/B01M4GGIVU/ref=sr_1_27?qid=1672909125&s=electronics&sr=1-27,Tizum High Speed HDMI Cable...
